rank,company_name,company_link,country,company_background,company_info,unicorn_joined_date,unicorn_joined_year,sector,city,stage,founded_year,time_to_unicorn,months_to_unicorn,round_led_by,top_investor_1,top_investor_2,top_investors,valuation_usd_bn,total_funding_usd_mn,annual_revenue_cr,employees,latest_round,round_stage,round_year,round_amount_mn,embedding_text
108,Molbio Diagnostics,https://tracxn.com/d/companies/molbio-diagnostics/__SxlD2rxT49dH_aUoLEVps4Z84O4UiVQWHQ4yl136R0I,India,"Provider of molecular diagnostic solutions for infectious diseases. The company's product portfolio includes Truelab Uno Dx Real-Time Micro PCR Analyzer an advanced nucleic acid test system.Truelab Micro PCR printer, Trueprep MAG Sample preparation, fixed volume micropipettes, Chip-Based Real-time PCR tests, magnetic nanoparticle-based kits for extraction and purification of nucleic acids. it also offers tests for the detection of Mycobacterium tuberculosis (MTB), TB resistance, HBV viral load, Dengue, H1N1, Chikungunya, and Salmonella.","Molbio Diagnostics joined the Unicorn Club on Sep 23, 2022",2022-09-23,2022,infectious_diseases,salcete,Series C,2000,22 years 8 months,272,,Genomics,Temasek,"Genomics, Temasek",1.6,124.0,337.0,698.0,"Grant (prize money), 2023",Grant (prize money),2023,,"Molbio Diagnostics is an Indian unicorn startup. It operates in the infectious_diseases sector. It is based in Salcete. Current stage: Series C. Provider of molecular diagnostic solutions for infectious diseases. The company's product portfolio includes Truelab Uno Dx Real-Time Micro PCR Analyzer an advanced nucleic acid test system.Truelab Micro PCR printer, Trueprep MAG Sample preparation, fixed volume micropipettes, Chip-Based Real-time PCR tests, magnetic nanoparticle-based kits for extraction and purification of nucleic acids. it also offers tests for the detection of Mycobacterium tuberculosis (MTB), TB resistance, HBV viral load, Dengue, H1N1, Chikungunya, and Salmonella. Molbio Diagnostics joined the Unicorn Club on Sep 23, 2022 Founded in 2000. Time taken to reach unicorn status: 22 years 8 months. Joined the unicorn club on 2022-09-23. Became a unicorn in 2022. Investors include Genomics, Temasek. Valuation: 1.6 billion USD. Total funding raised: 124.0 million USD. Annual revenue: 337.0 crore INR. It employs approximately 698 people. Latest funding round: Grant (prize money). The round took place in 2023."
107,Tata 1mg,https://tracxn.com/d/companies/tata-1mg/__dSVqnvE3Dno3iMx29FA80F6piVshxfhPyEku3K8Y3G0,India,"Provider of an online pharmacy with doctor listing and teleconsultation services. It offers pharmacy store where the user to view medicines, compare prices, and purchase online. The user can also upload prescriptions for placing the order. It offers an online doctor consultation and lab test platform that allows users to search for doctors and book appointments. The platform sells fitness supplements, healthcare products, healthcare devices, and alternate medicines.","Tata 1mg joined the Unicorn Club on Sep 06, 2022",2022-09-06,2022,healthcare_booking_platforms,delhi,Acquired,2015,7 years 8 months,92,,HBM Healthcare Investments,Maverick Ventures,"HBM Healthcare Investments, Maverick Ventures",1.25,231.0,1990.0,4360.0,"Series D, Sep 02, 2022, $40.8M",Series D,2022,40.8,"Tata 1mg is an Indian unicorn startup. It operates in the healthcare_booking_platforms sector. It is based in Delhi. Current stage: Acquired. Provider of an online pharmacy with doctor listing and teleconsultation services. It offers pharmacy store where the user to view medicines, compare prices, and purchase online. The user can also upload prescriptions for placing the order. It offers an online doctor consultation and lab test platform that allows users to search for doctors and book appointments. The platform sells fitness supplements, healthcare products, healthcare devices, and alternate medicines. Tata 1mg joined the Unicorn Club on Sep 06, 2022 Founded in 2015. Time taken to reach unicorn status: 7 years 8 months. Joined the unicorn club on 2022-09-06. Became a unicorn in 2022. Investors include HBM Healthcare Investments, Maverick Ventures. Valuation: 1.25 billion USD. Total funding raised: 231.0 million USD. Annual revenue: 1990.0 crore INR. It employs approximately 4360 people. Latest funding round: Series D. The round took place in 2022. Round amount: 40.8 million USD."
106,Shiprocket,https://tracxn.com/d/companies/shiprocket/__GEtWdxeph53DBbiEE-SxuOB4UxyQODg_Y1eVQHSeuGw,India,"E-commerce shipping and fulfillment platform that offers automated order fulfillment, tracking, and access to a variety of courier services. The company provides a comprehensive suite of tech solutions for e-commerce and D2C brands to streamline their shipping operations and deliver customer experience. Its features include order management, a shipping rate calculator, order tracking, and more. It enables customers to manage orders across several marketplaces with order upload, and track shipments and orders using AWB tracking numbers, order IDs, or mobile numbers.","Shiprocket joined the Unicorn Club on Aug 17, 2022",2022-08-17,2022,logistics_tech,gurgaon,Series E,2012,10 years 7 months,127,,E-Commerce Enablers,Brands Tech,"E-Commerce Enablers, Brands Tech",1.121,349.0,1360.0,805.0,"Series E, Dec 27, 2024, $26M",Series E,2024,26.0,"Shiprocket is an Indian unicorn startup. It operates in the logistics_tech sector. It is based in Gurgaon. Current stage: Series E. E-commerce shipping and fulfillment platform that offers automated order fulfillment, tracking, and access to a variety of courier services. The company provides a comprehensive suite of tech solutions for e-commerce and D2C brands to streamline their shipping operations and deliver customer experience. Its features include order management, a shipping rate calculator, order tracking, and more. It enables customers to manage orders across several marketplaces with order upload, and track shipments and orders using AWB tracking numbers, order IDs, or mobile numbers. Shiprocket joined the Unicorn Club on Aug 17, 2022 Founded in 2012. Time taken to reach unicorn status: 10 years 7 months. Joined the unicorn club on 2022-08-17. Became a unicorn in 2022. Investors include E-Commerce Enablers, Brands Tech. Valuation: 1.121 billion USD. Total funding raised: 349.0 million USD. Annual revenue: 1360.0 crore INR. It employs approximately 805 people. Latest funding round: Series E. The round took place in 2024. Round amount: 26.0 million USD."
105,OneCard,https://tracxn.com/d/companies/onecard/__wf9zbMdEFG1qA8riMd537sNGf93uQiwGXupBCra3594,India,"Provider of a premium metal credit card with a digital-first approach. The company offers a metal credit card featuring no hidden fees and a user-friendly mobile application for managing card functions. A key feature is the instant rewards program, allowing for fractional point redemption. The platform also provides an EMI option for purchases, enabling users to pay in installments without extensive paperwork. A family sharing feature allows users to manage multiple cards under one account. The company supports its offerings with a blog providing financial guidance.","OneCard joined the Unicorn Club on Jul 04, 2022 after raising a $107M Series D funding round led by , , valuing it at $1.29B.",2022-07-04,2022,fintech,pune,Series D,2019,3 years 6 months,42,Temasek,GIC,Temasek,"GIC, Temasek",0.262,,11600.0,,"Series D, Nov 18, 2024, $28.5M",Series D,2024,28.5,"OneCard is an Indian unicorn startup. It operates in the fintech sector. It is based in Pune. Current stage: Series D. Provider of a premium metal credit card with a digital-first approach. The company offers a metal credit card featuring no hidden fees and a user-friendly mobile application for managing card functions. A key feature is the instant rewards program, allowing for fractional point redemption. The platform also provides an EMI option for purchases, enabling users to pay in installments without extensive paperwork. A family sharing feature allows users to manage multiple cards under one account. The company supports its offerings with a blog providing financial guidance. OneCard joined the Unicorn Club on Jul 04, 2022 after raising a $107M Series D funding round led by , , valuing it at $1.29B. Founded in 2019. Time taken to reach unicorn status: 3 years 6 months. Joined the unicorn club on 2022-07-04. Became a unicorn in 2022. Investors include GIC, Temasek, latest round led by Temasek. Valuation: 0.262 billion USD. Annual revenue: 11600.0 crore INR. Latest funding round: Series D. The round took place in 2024. Round amount: 28.5 million USD."
104,LeadSquared,https://tracxn.com/d/companies/leadsquared/__GhwqUB8i0uV81NMtpyVUTF8KIXJ_IRM91A5DkSdKXQA,India,"Cloud based platform offering sales CRM and marketing automation solutions. It uses an artificial intelligence algorithm and offers features such as shift scheduling, workflow, route planning, report generation, location tracking, attendance recording, document management, payroll administration, and more. Its solutions include lead management, building email templates, and landing pages, workflow automation, merchant management, and more. It also offer features such as captures leads from various sources such as inbound emails, online campaigns, phone calls, and websites, automatically scores leads based on engagement and suitability for conversion, ddrip marketing and trigger-based emails to make leads sales-ready and more. It caters to various sectors such as finance, healthcare, insurance, banking, real estate, automotive, and others. It is a tool available on the subscription based pricing model.","LeadSquared joined the Unicorn Club on Jun 21, 2022",2022-06-21,2022,sales_force_automation,bangalore,Series C,2011,11 years 5 months,137,,MarketingTech,Field Force Automation,"MarketingTech, Field Force Automation",0.791,204.0,325.0,,"Series C, Jun 12, 2022, $153M",Series C,2022,153.0,"LeadSquared is an Indian unicorn startup. It operates in the sales_force_automation sector. It is based in Bangalore. Current stage: Series C. Cloud based platform offering sales CRM and marketing automation solutions. It uses an artificial intelligence algorithm and offers features such as shift scheduling, workflow, route planning, report generation, location tracking, attendance recording, document management, payroll administration, and more. Its solutions include lead management, building email templates, and landing pages, workflow automation, merchant management, and more. It also offer features such as captures leads from various sources such as inbound emails, online campaigns, phone calls, and websites, automatically scores leads based on engagement and suitability for conversion, ddrip marketing and trigger-based emails to make leads sales-ready and more. It caters to various sectors such as finance, healthcare, insurance, banking, real estate, automotive, and others. It is a tool available on the subscription based pricing model. LeadSquared joined the Unicorn Club on Jun 21, 2022 Founded in 2011. Time taken to reach unicorn status: 11 years 5 months. Joined the unicorn club on 2022-06-21. Became a unicorn in 2022. Investors include MarketingTech, Field Force Automation. Valuation: 0.791 billion USD. Total funding raised: 204.0 million USD. Annual revenue: 325.0 crore INR. Latest funding round: Series C. The round took place in 2022. Round amount: 153.0 million USD."
103,Purplle,https://tracxn.com/d/companies/purplle/__Xj8FM0gwvTpxbRFMS_tVIDPSRGHjFE8PHJhit2cSl9I,India,"Online cosmetic brands marketplace platform offering a wide range of beauty products. It is an e-commerce platform that allows customers to purchase a wide range of beauty and cosmetic products from various brands. The company operates an omnichannel business model connecting brands with consumers within categories such as skin, hair, body, health and wellness, accessories and appliances. The product catalog includes shampoos, hair extensions, lipsticks, eye patches, moisturizers, essential oils, perfumes, mists, bath gels, cleaning tools, creams, lotions and more.","Purplle joined the Unicorn Club on Jun 09, 2022 after raising a $34.8M Series E funding round led by , valuing it at $1B.",2022-06-09,2022,beauty_tech,mumbai,Series F,2011,11 years 5 months,137,Paramark Ventures,Goldman Sachs,ADIA,"Goldman Sachs, ADIA",1.3,560.0,725.0,914.0,"Series F, Jun 27, 2024, $178M",Series F,2024,178.0,"Purplle is an Indian unicorn startup. It operates in the beauty_tech sector. It is based in Mumbai. Current stage: Series F. Online cosmetic brands marketplace platform offering a wide range of beauty products. It is an e-commerce platform that allows customers to purchase a wide range of beauty and cosmetic products from various brands. The company operates an omnichannel business model connecting brands with consumers within categories such as skin, hair, body, health and wellness, accessories and appliances. The product catalog includes shampoos, hair extensions, lipsticks, eye patches, moisturizers, essential oils, perfumes, mists, bath gels, cleaning tools, creams, lotions and more. Purplle joined the Unicorn Club on Jun 09, 2022 after raising a $34.8M Series E funding round led by , valuing it at $1B. Founded in 2011. Time taken to reach unicorn status: 11 years 5 months. Joined the unicorn club on 2022-06-09. Became a unicorn in 2022. Investors include Goldman Sachs, ADIA, latest round led by Paramark Ventures. Valuation: 1.3 billion USD. Total funding raised: 560.0 million USD. Annual revenue: 725.0 crore INR. It employs approximately 914 people. Latest funding round: Series F. The round took place in 2024. Round amount: 178.0 million USD."
102,Physics Wallah,https://tracxn.com/d/companies/physics-wallah/___k9Ztp_nwAdFtc00y4p0mxPPYNQQIoinmF1YKg2AJYM,India,"Online platform offering live courses for JEE, NEET, and classes. It provides educational resources and live sessions with teachers including courses on various subjects such as physics, chemistry, mathematics, and biology. The platform also provides study material for competitive exams, interactive sessions, community forums, and resources that facilitates collaborative learning.","Physics Wallah joined the Unicorn Club on Jun 07, 2022 after raising a $102M Series A funding round led by , valuing it at $1.09B.",2022-06-07,2022,k-12_edtech,noida,Series B,2020,2 years 5 months,29,WestBridge Capital,Test Preparation Tech,WestBridge Capital,"Test Preparation Tech, WestBridge Capital",0.312,,33670.0,,"Series B, Sep 20, 2024, $210M",Series B,2024,210.0,"Physics Wallah is an Indian unicorn startup. It operates in the k-12_edtech sector. It is based in Noida. Current stage: Series B. Online platform offering live courses for JEE, NEET, and classes. It provides educational resources and live sessions with teachers including courses on various subjects such as physics, chemistry, mathematics, and biology. The platform also provides study material for competitive exams, interactive sessions, community forums, and resources that facilitates collaborative learning. Physics Wallah joined the Unicorn Club on Jun 07, 2022 after raising a $102M Series A funding round led by , valuing it at $1.09B. Founded in 2020. Time taken to reach unicorn status: 2 years 5 months. Joined the unicorn club on 2022-06-07. Became a unicorn in 2022. Investors include Test Preparation Tech, WestBridge Capital, latest round led by WestBridge Capital. Valuation: 0.312 billion USD. Annual revenue: 33670.0 crore INR. Latest funding round: Series B. The round took place in 2024. Round amount: 210.0 million USD."
101,Vivriti Capital,https://tracxn.com/d/companies/vivriti-capital/__wBs55XukcIPrxB1M1zur3Y0U1lydwoDy4FU7Kb9c3m4,India,"Developer of a debt financing platform for corporates, SMEs, and individuals. It offers users a range of financial products including loans, receivables finance, working capital, structured debt, and capital market instruments. It also provides webinars and insights to assist in making lending decisions.","Vivriti Capital joined the Unicorn Club on May 09, 2022 after raising a $30M Series C funding round led by , valuing it at $1.36B.",2022-05-09,2022,fintech,chennai,Series D,2017,5 years 4 months,64,TVS Capital Funds,Lightstone Ventures,TVS Capital Funds,"Lightstone Ventures, TVS Capital Funds",1.549,205.0,1110.0,376.0,"Conventional Debt, Sep 30, 2024, $25M",Conventional Debt,2024,25.0,"Vivriti Capital is an Indian unicorn startup. It operates in the fintech sector. It is based in Chennai. Current stage: Series D. Developer of a debt financing platform for corporates, SMEs, and individuals. It offers users a range of financial products including loans, receivables finance, working capital, structured debt, and capital market instruments. It also provides webinars and insights to assist in making lending decisions. Vivriti Capital joined the Unicorn Club on May 09, 2022 after raising a $30M Series C funding round led by , valuing it at $1.36B. Founded in 2017. Time taken to reach unicorn status: 5 years 4 months. Joined the unicorn club on 2022-05-09. Became a unicorn in 2022. Investors include Lightstone Ventures, TVS Capital Funds, latest round led by TVS Capital Funds. Valuation: 1.549 billion USD. Total funding raised: 205.0 million USD. Annual revenue: 1110.0 crore INR. It employs approximately 376 people. Latest funding round: Conventional Debt. The round took place in 2024. Round amount: 25.0 million USD."
100,Open,https://tracxn.com/d/companies/open/__Tivm52sBRTc3OmMupMjS0b0Y_UNU8ragd5vCrnOHqzY,India,"SaaS-based digital bank for startups and enterprises. It offers services that include deposit accounts, money transfers, UPI autopay, cash management, debit cards for online and offline purchases, expense management, and invoice management. It enables businesses to collect online payments, perform bulk payouts, reconcile transactions, and manage accounts payables and receivables. It offers an open business card for managing expenses with banking and accounting. It also enables users to integrate multiple accounts into the platform.","Open joined the Unicorn Club on May 02, 2022 after raising a $50M Series D funding round led by , .",2022-05-02,2022,banking_tech,bangalore,Series D,2017,5 years 4 months,64,India Infoline,Temasek,Recruit Strategic Partners,"Temasek, Recruit Strategic Partners",0.186,,7300.0,,"Series D, May 02, 2022, $50M",Series D,2022,50.0,"Open is an Indian unicorn startup. It operates in the banking_tech sector. It is based in Bangalore. Current stage: Series D. SaaS-based digital bank for startups and enterprises. It offers services that include deposit accounts, money transfers, UPI autopay, cash management, debit cards for online and offline purchases, expense management, and invoice management. It enables businesses to collect online payments, perform bulk payouts, reconcile transactions, and manage accounts payables and receivables. It offers an open business card for managing expenses with banking and accounting. It also enables users to integrate multiple accounts into the platform. Open joined the Unicorn Club on May 02, 2022 after raising a $50M Series D funding round led by , . Founded in 2017. Time taken to reach unicorn status: 5 years 4 months. Joined the unicorn club on 2022-05-02. Became a unicorn in 2022. Investors include Temasek, Recruit Strategic Partners, latest round led by India Infoline. Valuation: 0.186 billion USD. Annual revenue: 7300.0 crore INR. Latest funding round: Series D. The round took place in 2022. Round amount: 50.0 million USD."
99,Games24x7,https://tracxn.com/d/companies/games24x7/__uHWQKd1PnMF_O87JhA7Z7rfMJcoUN0D-t4GHV0-DjSY,India,"Provider of online gaming platform offering skill games. The company specializes in technology, and artificial intelligence to provide game-playing experiences across all its platforms. Also, it offers portfolio of skill and casual games.","Games24x7 joined the Unicorn Club on Mar 30, 2022 after raising a $75M Series C funding round led by , , , valuing it at $2.53B.",2022-03-30,2022,pc_&_console_gaming,mumbai,Series C,2006,16 years 2 months,194,Malabar Investments,Gambling Tech,Mobile Gaming,"Gambling Tech, Mobile Gaming",0.099,,18800.0,821.0,"Series C, Mar 30, 2022, $75M",Series C,2022,75.0,"Games24x7 is an Indian unicorn startup. It operates in the pc_&_console_gaming sector. It is based in Mumbai. Current stage: Series C. Provider of online gaming platform offering skill games. The company specializes in technology, and artificial intelligence to provide game-playing experiences across all its platforms. Also, it offers portfolio of skill and casual games. Games24x7 joined the Unicorn Club on Mar 30, 2022 after raising a $75M Series C funding round led by , , , valuing it at $2.53B. Founded in 2006. Time taken to reach unicorn status: 16 years 2 months. Joined the unicorn club on 2022-03-30. Became a unicorn in 2022. Investors include Gambling Tech, Mobile Gaming, latest round led by Malabar Investments. Valuation: 0.099 billion USD. Annual revenue: 18800.0 crore INR. It employs approximately 821 people. Latest funding round: Series C. The round took place in 2022. Round amount: 75.0 million USD."
98,Oxyzo,https://tracxn.com/d/companies/oxyzo/__g2utVYQZxUoalxsSVKmRBUZe4KM3u0uroOD6zSDQ5M0,India,"Provider of an online lenders providing micro loans for businesses. It provides users with a platform that offers lines of credit without collaterals. It offers financing solutions to help SMEs manage their cash flow and improve their working capital. It offers financial solutions for SMEs including working capital financing solutions, collateral-free credit options, and long-term financing solutions. It also allows businesses to take loan against property and also allows businesses to take loan for machinery and equipment.","Oxyzo joined the Unicorn Club on Mar 23, 2022 after raising a $201M Series A funding round led by , ,  and  more, valuing it at $1B.",2022-03-23,2022,fintech,gurgaon,Series A,2016,6 years 2 months,74,Alpha Wave Global,Norwest Venture Partners,Tiger Global Management,"Norwest Venture Partners, Tiger Global Management",0.874,201.0,904.0,550.0,"Conventional Debt, Feb 24, 2025",Conventional Debt,2025,,"Oxyzo is an Indian unicorn startup. It operates in the fintech sector. It is based in Gurgaon. Current stage: Series A. Provider of an online lenders providing micro loans for businesses. It provides users with a platform that offers lines of credit without collaterals. It offers financing solutions to help SMEs manage their cash flow and improve their working capital. It offers financial solutions for SMEs including working capital financing solutions, collateral-free credit options, and long-term financing solutions. It also allows businesses to take loan against property and also allows businesses to take loan for machinery and equipment. Oxyzo joined the Unicorn Club on Mar 23, 2022 after raising a $201M Series A funding round led by , ,  and  more, valuing it at $1B. Founded in 2016. Time taken to reach unicorn status: 6 years 2 months. Joined the unicorn club on 2022-03-23. Became a unicorn in 2022. Investors include Norwest Venture Partners, Tiger Global Management, latest round led by Alpha Wave Global. Valuation: 0.874 billion USD. Total funding raised: 201.0 million USD. Annual revenue: 904.0 crore INR. It employs approximately 550 people. Latest funding round: Conventional Debt. The round took place in 2025."
97,CommerceIQ,https://tracxn.com/d/companies/commerceiq/__lGkXNU8D9DAA8F7r4OBYXezGKjb35G7NS56fQKAykr8,United States,"Provider SaaS and AI-based analytics software for e-commerce businesses. The software provides automated market insights, ad campaigns, and operation control. Its features include bid optimization, keyword harvesting, ad hoc capability, budget tracking, customer rule builder, competitor tracking, stock management, AI-based shelf analysis, supply chain management, and more.","CommerceIQ joined the Unicorn Club on Mar 21, 2022 after raising a $115M Series D funding round led by , valuing it at $1B.",2022-03-21,2022,e-commerce_enablers,mountain view,Series D,2012,10 years 2 months,122,SoftBank Vision Fund,Brands Tech,MarketingTech,"Brands Tech, MarketingTech",1.0,196.0,94.3,245.0,"Series D, Mar 21, 2022, $115M",Series D,2022,115.0,"CommerceIQ is an Indian unicorn startup. It operates in the e-commerce_enablers sector. It is based in Mountain View. Current stage: Series D. Provider SaaS and AI-based analytics software for e-commerce businesses. The software provides automated market insights, ad campaigns, and operation control. Its features include bid optimization, keyword harvesting, ad hoc capability, budget tracking, customer rule builder, competitor tracking, stock management, AI-based shelf analysis, supply chain management, and more. CommerceIQ joined the Unicorn Club on Mar 21, 2022 after raising a $115M Series D funding round led by , valuing it at $1B. Founded in 2012. Time taken to reach unicorn status: 10 years 2 months. Joined the unicorn club on 2022-03-21. Became a unicorn in 2022. Investors include Brands Tech, MarketingTech, latest round led by SoftBank Vision Fund. Valuation: 1.0 billion USD. Total funding raised: 196.0 million USD. Annual revenue: 94.3 crore INR. It employs approximately 245 people. Latest funding round: Series D. The round took place in 2022. Round amount: 115.0 million USD."
